user,item
7,82
7,436
7,437
7,90
7,438
7,91
7,94
7,34
7,439
7,37
7,440
7,38
7,441
7,442
7,251
7,101
7,443
7,113
7,192
7,259
7,444
7,119
7,445
7,446
7,447
7,448
7,129
7,449
7,450
7,451
7,452
7,141
7,453
7,454
7,21
7,455
7,456
7,457
7,458
7,275
7,459
7,278
7,460
7,461
7,462
7,287
7,163
7,49
7,463
7,464
7,465
7,466
7,467
7,51
7,468
7,469
7,470
7,424
7,471
7,62
7,65
7,472
7,17
7,71
7,473
7,474
7,25
7,475
7,87
7,316
7,88
7,317
7,186
7,89
7,476
7,477
7,29
7,479
7,480
7,46
7,481
7,106
7,323
7,410
7,411
7,482
7,483
7,110
7,484
7,485
7,115
7,331
7,333
7,486
7,487
7,488
7,342
7,489
7,131
7,490
7,491
7,492
7,493
7,353
7,494
7,495
7,148
7,359
7,496
7,497
7,498
7,154
7,499
7,366
7,500
7,41
7,501
7,502
7,503
7,377
8,57
8,221
8,429
8,422
8,430
8,381
8,431
8,232
8,19
8,504
8,237
8,82
8,436
8,241
8,90
8,505
8,37
8,506
8,38
8,251
8,101
8,507
8,254
8,113
8,508
8,509
8,259
8,122
8,120
8,262
8,4
8,267
8,125
8,129
8,510
8,511
8,271
8,512
8,513
8,514
8,21
8,515
8,516
8,149
8,275
8,27
8,517
8,28
8,283
8,460
8,285
8,161
8,518
8,164
8,49
8,519
8,520
8,521
8,522
8,62
8,523
8,524
8,310
8,525
8,311
8,312
8,526
8,527
8,25
8,528
8,317
8,406
8,529
8,426
8,530
8,321
8,46
8,48
8,323
8,110
8,330
8,413
8,531
8,3
8,532
8,533
8,534
8,535
8,347
8,536
8,349
8,537
8,538
8,494
8,495
8,148
8,151
8,539
8,36
8,39
8,41
8,540
8,541
9,542
9,56
9,58
9,543
9,544
9,430
9,545
9,546
9,547
9,548
9,231
9,549
9,550
9,74
9,19
9,179
9,551
9,552
9,553
9,435
9,554
9,385
9,181
9,81
9,184
9,555
9,556
9,557
9,558
9,31
9,560
9,94
9,95
9,561
9,505
9,37
9,562
9,38
9,563
9,564
9,565
9,566
9,567
9,568
9,569
9,507
9,570
9,571
9,107
9,572
9,573
9,574
9,112
9,113
9,575
9,576
9,120
9,5
9,124
9,577
9,578
9,8
9,268
9,10
9,128
9,129
9,579
9,580
9,390
9,581
9,582
9,453
9,583
9,20
9,584
9,585
9,586
9,587
9,588
9,589
9,590
9,591
9,27
9,156
9,592
9,283
9,285
9,593
9,287
9,594
9,595
9,161
9,596
9,597
9,164
9,598
9,599
9,203
9,395
9,600
9,519
9,601
9,602
9,51
9,603
9,604
9,6
9,7
9,605
9,606
9,607
9,307
9,608
9,472
9,609
9,310
9,525
9,610
9,611
9,72
9,73
9,612
9,613
9,614
9,615
9,616
9,617
9,79
9,618
9,619
9,183
9,620
9,621
9,622
9,84
9,623
9,624
9,625
9,93
9,626
9,627
9,408
9,628
9,629
9,42
9,48
9,105
9,630
9,326
9,631
9,412
9,329
9,632
9,633
9,116
9,413
9,332
9,634
9,2
9,635
9,636
9,637
9,638
9,639
9,640
9,9
9,641
9,489
9,642
9,643
9,644
9,645
9,136
9,646
9,350
9,647
9,418
9,648
9,353
9,144
9,649
9,495
9,650
9,651
9,419
9,151
9,652
9,653
9,654
9,207
9,158
9,655
9,209
9,656
9,657
9,658
9,659
9,660
9,35
9,36
9,661
9,39
9,662
9,663
9,43
9,664
9,665
9,370
9,503
9,168
9,376
9,666
9,667
9,427
9,668
9,669
9,670
9,174
9,11
9,380
9,382
9,226
9,671
9,672
9,673
9,13
9,14
9,674
9,384
9,76
9,504
9,80
9,23
9,83
9,241
9,675
9,676
9,677
9,101
9,678
9,679
9,680
9,681
9,444
9,4
9,682
9,683
9,684
9,685
9,135
9,686
9,687
9,139
9,688
9,15
9,689
9,690
9,691
9,272
9,692
9,693
9,18
9,454
9,147
9,21
9,694
9,695
9,275
9,696
9,697
9,698
9,278
9,157
9,28
9,699
9,30
9,460
9,700
9,701
9,702
9,703
9,704
9,705
9,160
9,211
9,706
9,199
9,707
9,708
9,709
9,163
9,710
9,711
9,712
9,713
9,714
9,715
9,716
9,717
9,718
9,719
9,202
9,720
9,721
9,722
9,723
9,724
9,725
9,424
9,176
9,726
9,727
9,728
9,522
9,62
9,729
9,730
9,205
9,731
9,16
9,732
9,733
9,312
9,734
9,735
9,526
9,736
9,180
9,474
9,25
9,737
9,86
9,738
9,89
9,186
9,317
9,739
9,740
9,477
9,741
9,529
9,742
9,743
9,744
9,745
9,746
9,426
9,530
9,102
9,747
9,748
9,749
9,750
9,108
9,109
9,110
9,751
9,752
9,3
9,753
9,754
9,755
9,756
9,131
9,12
9,417
9,757
9,758
9,759
9,760
9,761
9,762
9,537
9,763
9,764
9,538
9,765
9,766
9,24
9,196
9,198
9,767
9,768
9,769
9,770
9,771
9,772
9,773
9,201
9,774
9,775
9,776
9,371
9,777
9,778
9,779
9,171
9,780
10,781
10,430
10,782
10,181
10,81
10,85
10,783
10,557
10,558
10,784
10,570
10,113
10,785
10,786
10,120
10,5
10,446
10,124
10,125
10,449
10,390
10,787
10,788
10,511
10,789
10,591
10,285
10,286
10,161
10,164
10,790
10,791
10,520
10,792
10,7
10,605
10,302
10,793
10,794
10,795
10,525
10,17
10,71
10,796
10,797
10,626
10,629
10,412
10,633
10,533
10,346
10,798
10,799
10,492
10,352
10,144
10,800
10,801
10,496
10,659
10,802
10,36
10,803
10,804
10,368
10,168
10,376
10,377
10,805
10,806
10,174
10,13
10,674
10,237
10,807
10,436
10,808
10,677
10,101
10,809
10,810
10,103
10,254
10,4
10,264
10,126
10,135
10,15
10,692
10,454
10,455
10,456
10,515
10,694
10,275
10,811
10,812
10,813
10,202
10,47
10,49
10,723
10,299
10,300
10,521
10,176
10,65
10,524
10,814
10,312
10,736
10,86
10,815
10,816
10,89
10,817
10,747
10,750
10,110
10,818
10,330
10,337
10,819
10,820
10,131
10,349
10,821
10,765
10,538
10,822
10,154
10,499
10,365
10,167
11,550
11,823
11,0
11,124
11,125
11,824
11,825
11,7
11,9
11,652
11,826
11,173
11,476
11,426
11,487
11,537
11,827
11,828
11,829
11,171
12,213
12,56
12,58
12,549
12,81
12,95
12,564
12,566
12,830
12,569
12,831
12,121
12,120
12,5
12,123
12,124
12,577
12,578
12,832
12,125
12,129
12,143
12,596
12,164
12,295
12,519
12,6
12,610
12,833
12,613
12,183
12,621
12,627
12,834
12,835
12,42
12,114
12,116
12,531
12,634
12,635
12,637
12,638
12,9
12,836
12,490
12,142
12,148
12,153
12,158
12,837
12,838
12,664
12,429
12,60
12,70
12,75
12,839
12,840
12,80
12,239
12,83
12,841
12,188
12,842
12,254
12,843
12,272
12,693
12,146
12,21
12,844
12,149
12,152
12,160
12,708
12,845
12,709
12,200
12,846
12,724
12,62
12,847
12,732
12,314
12,848
12,186
12,89
12,849
12,46
12,749
12,109
12,190
12,110
12,850
12,760
12,537
12,24
12,851
12,154
12,828
12,196
12,198
12,201
12,778
13,852
13,181
13,853
13,854
13,855
13,856
13,857
13,532
13,490
13,41
13,165
13,66
13,239
13,858
13,859
13,101
13,258
13,49
13,312
13,102
13,131
13,860
14,172
14,56
14,852
14,861
14,862
14,863
14,235
14,864
14,181
14,184
14,437
14,783
14,865
14,558
14,91
14,246
14,866
14,506
14,562
14,867
14,868
14,250
14,507
14,113
14,508
14,0
14,192
14,509
14,121
14,446
14,124
14,577
14,125
14,448
14,129
14,510
14,869
14,788
14,870
14,511
14,452
14,453
14,514
14,584
14,871
14,872
14,285
14,873
14,287
14,874
14,161
14,164
14,875
14,175
14,876
14,877
14,525
14,311
14,17
14,878
14,72
14,613
14,183
14,879
14,880
14,881
14,42
14,322
14,410
14,114
14,532
14,343
14,642
14,346
14,882
14,647
14,351
14,648
14,144
14,153
14,362
14,158
14,366
14,36
14,883
14,803
14,884
14,885
14,886
14,887
14,368
14,165
14,370
14,168
14,376
14,888
14,57
14,221
14,889
14,890
14,891
14,381
14,60
14,226
14,892
14,893
14,66
14,70
14,384
14,75
14,504
14,894
14,80
14,237
14,182
14,239
14,82
14,895
14,436
14,896
14,241
14,897
14,90
14,676
14,101
14,842
14,254
14,681
14,258
14,444
14,119
14,898
14,269
14,899
14,512
14,513
14,146
14,147
14,21
14,515
14,900
14,149
14,392
14,901
14,275
14,460
14,702
14,704
14,160
14,163
14,902
14,720
14,468
14,722
14,723
14,903
14,300
14,904
14,521
14,176
14,62
14,400
14,65
14,524
14,67
14,905
14,312
14,87
14,186
14,89
14,319
14,906
14,744
14,907
14,908
14,46
14,909
14,110
14,910
14,911
14,912
14,3
14,913
14,914
14,337
14,915
14,819
14,916
14,131
14,134
14,917
14,918
14,497
14,154
14,198
14,919
14,499
14,201
15,213
15,920
15,921
15,430
15,861
15,922
15,923
15,867
15,576
15,924
15,925
15,926
15,927
15,854
15,273
15,928
15,929
15,282
15,872
15,873
15,930
15,410
15,931
15,346
15,932
15,502
15,226
15,933
15,724
15,934
15,935
15,916
16,936
16,937
16,938
16,939
16,940
16,232
16,74
16,19
16,235
16,941
16,942
16,94
16,246
16,505
16,251
16,107
16,943
16,113
16,0
16,509
16,121
16,120
16,577
16,125
16,10
16,129
16,510
16,944
16,138
16,271
16,945
16,141
16,946
16,582
16,514
16,20
16,457
16,458
16,283
16,210
16,285
16,947
16,594
16,596
16,164
16,948
16,949
16,950
16,519
16,602
16,951
16,520
16,952
16,953
16,606
16,954
16,955
16,956
16,957
16,310
16,958
16,610
16,856
16,72
16,619
16,93
16,42
16,959
16,48
16,114
16,960
16,961
16,332
16,634
16,637
16,343
16,962
16,535
16,646
16,963
16,353
16,144
16,153
16,964
16,653
16,654
16,207
16,158
16,655
16,965
16,657
16,366
16,36
16,966
16,967
16,370
16,541
16,968
16,168
16,375
16,667
16,57
16,889
16,969
16,224
16,381
16,60
16,970
16,971
16,66
16,75
16,972
16,839
16,973
16,239
16,82
16,436
16,974
16,241
16,975
16,826
16,101
16,976
16,977
16,978
16,4
16,264
16,979
16,980
16,270
16,981
16,982
16,272
16,693
16,983
16,147
16,423
16,21
16,455
16,516
16,149
16,275
16,279
16,705
16,288
16,845
16,289
16,984
16,715
16,985
16,469
16,986
16,724
16,424
16,987
16,988
16,728
16,522
16,62
16,989
16,65
16,524
16,205
16,731
16,990
16,734
16,991
16,992
16,87
16,993
16,994
16,848
16,995
16,317
16,89
16,739
16,319
16,529
16,745
16,46
16,996
16,109
16,483
16,110
16,910
16,118
16,997
16,342
16,850
16,131
16,345
16,998
16,760
16,999
16,24
16,1000
16,851
16,1001
16,154
16,1002
16,1003
16,1004
16,1005
16,774
16,1006
16,1007
16,778
16,1008
17,213
17,1009
17,542
17,56
17,430
17,223
17,383
17,1010
17,1011
17,232
17,549
17,1012
17,941
17,81
17,1013
17,184
17,922
17,557
17,559
17,32
17,31
17,560
17,94
17,95
17,1014
17,38
17,564
17,566
17,1015
17,568
17,571
17,107
17,1016
17,1017
17,0
17,121
17,120
17,1018
17,5
17,123
17,124
17,1019
17,578
17,8
17,10
17,579
17,1020
17,787
17,1021
17,581
17,1022
17,1023
17,141
17,582
17,453
17,1024
17,1025
17,1026
17,1027
17,1029
17,584
17,789
17,457
17,458
17,1030
17,1031
17,587
17,282
17,1032
17,210
17,1033
17,161
17,791
17,1034
17,599
17,203
17,395
17,1035
17,600
17,1036
17,51
17,603
17,1037
17,876
17,1038
17,177
17,1039
17,793
17,1040
17,1041
17,1042
17,1043
17,311
17,611
17,72
17,613
17,615
17,79
17,619
17,183
17,185
17,623
17,1044
17,406
17,1045
17,1046
17,100
17,834
17,1047
17,835
17,1048
17,42
17,1049
17,1050
17,410
17,411
17,1051
17,638
17,193
17,194
17,532
17,9
17,1052
17,642
17,533
17,136
17,1053
17,347
17,1054
17,490
17,647
17,1055
17,358
17,1056
17,151
17,153
17,158
17,655
17,209
17,657
17,1057
17,1058
17,33
17,1059
17,35
17,1060
17,883
17,1061
17,885
17,40
17,662
17,837
17,838
17,43
17,44
17,664
17,165
17,369
17,1062
17,375
17,1063
17,1064
17,427
17,217
17,669
17,1065
17,55
17,57
17,889
17,60
17,673
17,1066
17,206
17,66
17,70
17,384
17,1067
17,76
17,1068
17,840
17,504
17,80
17,237
17,239
17,23
17,241
17,83
17,1069
17,1070
17,90
17,676
17,101
17,188
17,254
17,1071
17,1072
17,259
17,122
17,4
17,1073
17,691
17,18
17,146
17,21
17,455
17,900
17,278
17,279
17,1074
17,28
17,460
17,702
17,704
17,160
17,705
17,1075
17,211
17,708
17,163
17,710
17,711
17,45
17,212
17,719
17,1076
17,47
17,1077
17,464
17,1078
17,846
17,722
17,298
17,724
17,1079
17,725
17,522
17,62
17,400
17,204
17,1080
17,1081
17,731
17,16
17,1082
17,732
17,312
17,1083
17,1084
17,474
17,1085
17,25
17,1086
17,86
17,88
17,186
17,89
17,1087
17,740
17,318
17,849
17,1088
17,745
17,1089
17,46
17,1090
17,1091
17,750
17,190
17,485
17,115
17,330
17,331
17,913
17,1092
17,914
17,337
17,915
17,127
17,1093
17,850
17,916
17,1094
17,1095
17,417
17,760
17,1096
17,24
17,1097
17,1001
17,154
17,828
17,196
17,198
17,769
17,500
17,770
17,201
17,1098
17,774
17,1006
17,1099
17,50
18,213
18,1009
18,172
18,542
18,56
18,58
18,781
18,430
18,545
18,1100
18,1101
18,940
18,1102
18,232
18,1103
18,19
18,1012
18,1104
18,1105
18,238
18,81
18,85
18,1106
18,865
18,91
18,31
18,94
18,1107
18,246
18,923
18,505
18,38
18,507
18,1108
18,1109
18,189
18,571
18,1110
18,831
18,1017
18,113
18,575
18,192
18,509
18,785
18,121
18,5
18,124
18,924
18,577
18,925
18,578
18,125
18,8
18,268
18,10
18,128
18,1111
18,129
18,579
18,869
18,1112
18,1113
18,1114
18,581
18,1115
18,1116
18,1117
18,143
18,1118
18,20
18,585
18,458
18,1030
18,1031
18,587
18,459
18,591
18,928
18,210
18,1119
18,164
18,1120
18,599
18,203
18,600
18,1036
18,519
18,603
18,1037
18,876
18,606
18,63
18,310
18,610
18,1121
18,178
18,183
18,621
18,623
18,93
18,1122
18,1047
18,835
18,42
18,48
18,411
18,114
18,632
18,961
18,116
18,1123
18,634
18,635
18,1124
18,637
18,532
18,9
18,343
18,195
18,346
18,1125
18,144
18,495
18,153
18,654
18,209
18,1058
18,1059
18,660
18,1126
18,932
18,35
18,36
18,966
18,1127
18,39
18,1061
18,662
18,41
18,1128
18,886
18,44
18,502
18,370
18,168
18,375
18,1129
18,427
18,888
18,1130
18,1131
18,891
18,381
18,226
18,13
18,206
18,1132
18,432
18,384
18,75
18,840
18,80
18,237
18,1070
18,1133
18,1134
18,859
18,101
18,1135
18,679
18,258
18,259
18,1136
18,117
18,122
18,263
18,4
18,1137
18,1138
18,272
18,1139
18,1140
18,146
18,423
18,21
18,1141
18,149
18,208
18,1142
18,1143
18,702
18,704
18,160
18,705
18,1144
18,288
18,984
18,212
18,719
18,1145
18,723
18,986
18,724
18,1146
18,903
18,300
18,904
18,1147
18,62
18,1148
18,205
18,731
18,1149
18,732
18,312
18,526
18,934
18,1150
18,314
18,315
18,993
18,994
18,995
18,186
18,89
18,739
18,476
18,1151
18,529
18,745
18,746
18,46
18,747
18,483
18,110
18,334
18,753
18,755
18,916
18,134
18,1152
18,998
18,538
18,764
18,145
18,860
18,24
18,1153
18,201
18,774
18,775
19,56
19,940
19,94
19,267
19,129
19,210
19,285
19,632
19,635
19,153
19,1154
19,381
19,66
19,237
19,241
19,101
19,149
19,902
19,400
19,46
19,774
20,213
20,238
20,1155
20,31
20,1156
20,38
20,579
20,1157
20,1158
20,932
20,4
20,28
20,845
20,904
20,62
20,16
20,1159
20,916
20,1160
21,213
21,56
21,1161
21,58
21,543
21,1162
21,782
21,64
21,1163
21,1164
21,1165
21,547
21,549
21,74
21,179
21,552
21,181
21,81
21,1155
21,557
21,558
21,559
21,91
21,94
21,246
21,505
21,568
21,1166
21,1167
21,189
21,1110
21,107
21,573
21,1017
21,113
21,192
21,121
21,786
21,5
21,123
21,124
21,578
21,128
21,129
21,854
21,130
21,450
21,788
21,452
21,141
21,143
21,273
21,1024
21,1168
21,583
21,20
21,1169
21,590
21,591
21,1170
21,1171
21,283
21,1032
21,210
21,285
21,1172
21,1173
21,595
21,596
21,291
21,164
21,1174
21,598
21,1175
21,203
21,1176
21,1177
21,600
21,295
21,520
21,792
21,605
21,877
21,63
21,609
21,525
21,1178
21,1179
21,856
21,878
21,71
21,1180
21,613
21,614
21,1181
21,616
21,183
21,1182
21,1183
21,316
21,1184
21,626
21,1122
21,835
21,1048
21,629
21,323
21,412
21,114
21,1185
21,329
21,633
21,1186
21,638
21,1187
21,9
21,343
21,195
21,1188
21,642
21,133
21,1053
21,882
21,350
21,1189
21,648
21,493
21,144
21,1190
21,495
21,153
21,155
21,158
21,1191
21,658
21,659
21,660
21,1192
21,36
21,883
21,664
21,369
21,502
21,1193
21,1129
21,379
21,1064
21,216
21,1194
21,217
21,888
21,1130
21,1195
21,669
21,1065
21,1131
21,174
21,60
21,13
21,893
21,1196
21,1197
21,1198
21,206
21,66
21,1132
21,1199
21,1200
21,70
21,76
21,1201
21,1202
21,80
21,237
21,239
21,896
21,83
21,1069
21,438
21,841
21,101
21,1203
21,104
21,678
21,679
21,259
21,898
21,122
21,263
21,269
21,1204
21,1205
21,135
21,15
21,1206
21,1207
21,272
21,1208
21,692
21,983
21,1140
21,18
21,146
21,455
21,1141
21,515
21,149
21,1209
21,278
21,30
21,705
21,706
21,1144
21,708
21,1210
21,202
21,1077
21,49
21,902
21,1211
21,1078
21,721
21,722
21,723
21,300
21,1212
21,424
21,1147
21,176
21,728
21,729
21,62
21,523
21,400
21,205
21,731
21,990
21,732
21,735
21,736
21,1084
21,1213
21,425
21,1085
21,1214
21,528
21,737
21,86
21,88
21,317
21,186
21,89
21,1215
21,476
21,1216
21,529
21,1217
21,1218
21,102
21,747
21,1091
21,110
21,485
21,330
21,1092
21,337
21,915
21,127
21,342
21,755
21,344
21,131
21,417
21,134
21,1219
21,763
21,766
21,822
21,24
21,1001
21,828
21,196
21,198
21,499
21,365
21,1004
21,1220
21,769
21,770
21,774
21,778
21,1008
21,50
21,171
22,1221
22,1222
22,1223
22,936
22,56
22,937
22,938
22,58
22,543
22,546
22,232
22,549
22,550
22,19
22,181
22,1105
22,942
22,85
22,1224
22,1225
22,1226
22,1227
22,94
22,246
22,95
22,1156
22,38
22,564
22,1228
22,250
22,1108
22,1110
22,1016
22,113
22,509
22,1229
22,1
22,576
22,121
22,446
22,577
22,1230
22,578
22,832
22,267
22,125
22,1231
22,927
22,10
22,129
22,1232
22,452
22,138
22,271
22,1233
22,582
22,1234
22,1235
22,457
22,590
22,1236
22,27
22,929
22,1237
22,592
22,871
22,210
22,1238
22,594
22,161
22,596
22,597
22,948
22,519
22,602
22,1239
22,793
22,794
22,310
22,1043
22,1240
22,311
22,958
22,610
22,72
22,1121
22,1241
22,617
22,1242
22,620
22,316
22,93
22,1243
22,1244
22,627
22,834
22,1048
22,42
22,1245
22,959
22,323
22,1246
22,1247
22,1248
22,329
22,1249
22,961
22,633
22,116
22,1250
22,635
22,636
22,637
22,343
22,1251
22,1252
22,133
22,646
22,647
22,1253
22,351
22,142
22,1254
22,355
22,1190
22,358
22,1056
22,153
22,964
22,1255
22,653
22,654
22,207
22,158
22,655
22,965
22,1256
22,1257
22,1258
22,660
22,932
22,36
22,966
22,803
22,41
22,1259
22,664
22,502
22,370
22,375
22,376
22,667
22,216
22,1260
22,669
22,57
22,889
22,969
22,224
22,60
22,1261
22,970
22,206
22,66
22,1262
22,674
22,1263
22,1264
22,75
22,972
22,839
22,1265
22,504
22,237
22,239
22,82
22,1266
22,241
22,83
22,90
22,101
22,104
22,254
22,255
22,259
22,898
22,4
22,1267
22,980
22,270
22,135
22,272
22,1268
22,693
22,983
22,1140
22,18
22,423
22,1141
22,844
22,149
22,702
22,1269
22,1270
22,705
22,708
22,709
22,289
22,200
22,711
22,984
22,518
22,715
22,719
22,49
22,1271
22,902
22,986
22,724
22,904
22,424
22,728
22,522
22,729
22,1272
22,308
22,65
22,205
22,731
22,990
22,1273
22,1149
22,732
22,734
22,526
22,991
22,87
22,993
22,994
22,848
22,995
22,317
22,186
22,739
22,476
22,318
22,319
22,529
22,745
22,426
22,1274
22,1218
22,530
22,1275
22,749
22,1091
22,750
22,109
22,483
22,110
22,485
22,752
22,330
22,1276
22,997
22,914
22,1277
22,487
22,339
22,341
22,915
22,755
22,344
22,131
22,1278
22,417
22,1279
22,760
22,763
22,1280
22,1281
22,764
22,145
22,24
22,1097
22,1001
22,198
22,365
22,421
22,1004
22,769
22,1282
22,1283
22,774
22,1007
22,1284
22,371
22,1285
22,373
22,374
22,1008
23,213
23,1286
23,56
23,852
23,58
23,81
23,1287
23,1155
23,1156
23,566
23,1288
23,1110
23,572
23,853
23,113
23,0
23,120
23,5
23,124
23,577
23,578
23,125
23,268
23,390
23,787
23,1289
23,511
23,1290
23,1028
23,20
23,282
23,1032
23,594
23,161
23,292
23,164
23,1291
23,520
23,792
23,605
23,303
23,1292
23,1240
23,610
23,616
23,79
23,183
23,405
23,93
23,1184
23,42
23,1049
23,410
23,857
23,412
23,1293
23,633
23,413
23,1051
23,638
23,9
23,195
23,346
23,1294
23,1253
23,418
23,801
23,151
23,1295
23,660
23,1127
23,41
23,501
23,1259
23,165
23,1296
23,379
23,667
23,219
23,174
23,1297
23,13
23,893
23,1200
23,384
23,386
23,239
23,101
23,1298
23,254
23,681
23,258
23,1299
23,684
23,15
23,692
23,1300
23,18
23,146
23,21
23,515
23,275
23,697
23,279
23,394
23,704
23,49
23,720
23,1301
23,724
23,65
23,403
23,732
23,180
23,25
23,737
23,89
23,529
23,746
23,479
23,102
23,46
23,109
23,1302
23,131
23,417
23,759
23,538
23,145
23,1096
23,421
23,770
23,171
24,213
24,58
24,232
24,864
24,555
24,1303
24,91
24,31
24,246
24,505
24,37
24,1304
24,121
24,446
24,124
24,1019
24,129
24,130
24,1114
24,20
24,1305
24,283
24,519
24,7
24,1306
24,610
24,183
24,621
24,881
24,1048
24,42
24,48
24,960
24,632
24,116
24,1123
24,634
24,635
24,637
24,532
24,346
24,1053
24,495
24,1056
24,158
24,209
24,803
24,41
24,663
24,1065
24,381
24,66
24,674
24,75
24,83
24,978
24,693
24,147
24,1141
24,275
24,460
24,845
24,1210
24,1307
24,723
24,724
24,424
24,728
24,522
24,729
24,62
24,400
24,1084
24,1213
24,317
24,186
24,89
24,46
24,110
24,755
24,498
24,769
25,172
25,1308
25,936
25,1309
25,1310
25,542
25,56
25,1311
25,58
25,430
25,1312
25,1313
25,782
25,1314
25,1164
25,1315
25,549
25,435
25,1316
25,385
25,1317
25,238
25,81
25,1013
25,922
25,1318
25,1319
25,1287
25,823
25,783
25,1155
25,557
25,1320
25,558
25,31
25,94
25,38
25,1321
25,442
25,1322
25,567
25,1166
25,571
25,574
25,1323
25,113
25,121
25,123
25,1324
25,446
25,124
25,578
25,125
25,268
25,10
25,390
25,787
25,130
25,1289
25,788
25,870
25,511
25,1325
25,452
25,945
25,1326
25,1327
25,1026
25,1290
25,1028
25,20
25,1328
25,584
25,1169
25,1170
25,1171
25,1329
25,592
25,1032
25,872
25,285
25,461
25,161
25,1330
25,597
25,164
25,598
25,875
25,1331
25,203
25,1176
25,395
25,1332
25,398
25,930
25,605
